year,region,activity,product,property,value,unit
2015,"World",no_by-product_recovery,"electricity","def",0.121,"GJ/t"
2015,"World",no_by-product_recovery,"electricity","min",0.1089,"GJ/t"
2015,"World",no_by-product_recovery,"electricity","max",0.1331,"GJ/t"
2015,"World",no_by-product_recovery,"electricity","abs_min",0.0,"GJ/t"
2015,"World",no_by-product_recovery,"electricity","abs_max",inf,"GJ/t"
2015,"World",no_by-product_recovery,"steam","def",0.61,"GJ/t"
2015,"World",no_by-product_recovery,"steam","min",0.549,"GJ/t"
2015,"World",no_by-product_recovery,"steam","max",0.671,"GJ/t"
2015,"World",no_by-product_recovery,"steam","abs_min",0.0,"GJ/t"
2015,"World",no_by-product_recovery,"steam","abs_max",inf,"GJ/t"
2015,"World",by-product_recovery,"electricity","def",0.121,"GJ/t"
2015,"World",by-product_recovery,"electricity","min",0.1089,"GJ/t"
2015,"World",by-product_recovery,"electricity","max",0.1331,"GJ/t"
2015,"World",by-product_recovery,"electricity","abs_min",0.0,"GJ/t"
2015,"World",by-product_recovery,"electricity","abs_max",inf,"GJ/t"
2015,"World",by-product_recovery,"steam","def",0.61,"GJ/t"
2015,"World",by-product_recovery,"steam","min",0.549,"GJ/t"
2015,"World",by-product_recovery,"steam","max",0.671,"GJ/t"
2015,"World",by-product_recovery,"steam","abs_min",0.0,"GJ/t"
2015,"World",by-product_recovery,"steam","abs_max",inf,"GJ/t"