waste_type,moisture_regime,climate_zone,property,value,unit
msw_food,dry,boreal_temperate,def,0.06,1/yr
msw_food,dry,tropical,def,0.085,1/yr
msw_food,wet,boreal_temperate,def,0.185,1/yr
msw_food,wet,tropical,def,0.4,1/yr
msw_garden,dry,boreal_temperate,def,0.05,1/yr
msw_garden,dry,tropical,def,0.065,1/yr
msw_garden,wet,boreal_temperate,def,0.1,1/yr
msw_garden,wet,tropical,def,0.17,1/yr
msw_paper,dry,boreal_temperate,def,0.04,1/yr
msw_paper,dry,tropical,def,0.045,1/yr
msw_paper,wet,boreal_temperate,def,0.06,1/yr
msw_paper,wet,tropical,def,0.07,1/yr
msw_wood,dry,boreal_temperate,def,0.02,1/yr
msw_wood,dry,tropical,def,0.025,1/yr
msw_wood,wet,boreal_temperate,def,0.03,1/yr
msw_wood,wet,tropical,def,0.035,1/yr
msw_textiles,dry,boreal_temperate,def,0.04,1/yr
msw_textiles,dry,tropical,def,0.045,1/yr
msw_textiles,wet,boreal_temperate,def,0.06,1/yr
msw_textiles,wet,tropical,def,0.07,1/yr
msw_nappies,dry,boreal_temperate,def,0.04,1/yr
msw_nappies,dry,tropical,def,0.045,1/yr
msw_nappies,wet,boreal_temperate,def,0.06,1/yr
msw_nappies,wet,tropical,def,0.07,1/yr
msw_rubber,dry,boreal_temperate,def,0,1/yr
msw_rubber,dry,tropical,def,0,1/yr
msw_rubber,wet,boreal_temperate,def,0,1/yr
msw_rubber,wet,tropical,def,0,1/yr
msw_plastics,dry,boreal_temperate,def,0,1/yr
msw_plastics,dry,tropical,def,0,1/yr
msw_plastics,wet,boreal_temperate,def,0,1/yr
msw_plastics,wet,tropical,def,0,1/yr
msw_metal,dry,boreal_temperate,def,0,1/yr
msw_metal,dry,tropical,def,0,1/yr
msw_metal,wet,boreal_temperate,def,0,1/yr
msw_metal,wet,tropical,def,0,1/yr
msw_glass,dry,boreal_temperate,def,0,1/yr
msw_glass,dry,tropical,def,0,1/yr
msw_glass,wet,boreal_temperate,def,0,1/yr
msw_glass,wet,tropical,def,0,1/yr
msw_other,dry,boreal_temperate,def,0,1/yr
msw_other,dry,tropical,def,0,1/yr
msw_other,wet,boreal_temperate,def,0,1/yr
msw_other,wet,tropical,def,0,1/yr
msw_food,dry,boreal_temperate,min,0.05,1/yr
msw_food,dry,tropical,min,0.07,1/yr
msw_food,wet,boreal_temperate,min,0.1,1/yr
msw_food,wet,tropical,min,0.17,1/yr
msw_garden,dry,boreal_temperate,min,0.04,1/yr
msw_garden,dry,tropical,min,0.05,1/yr
msw_garden,wet,boreal_temperate,min,0.06,1/yr
msw_garden,wet,tropical,min,0.15,1/yr
msw_paper,dry,boreal_temperate,min,0.03,1/yr
msw_paper,dry,tropical,min,0.04,1/yr
msw_paper,wet,boreal_temperate,min,0.05,1/yr
msw_paper,wet,tropical,min,0.06,1/yr
msw_wood,dry,boreal_temperate,min,0.01,1/yr
msw_wood,dry,tropical,min,0.02,1/yr
msw_wood,wet,boreal_temperate,min,0.02,1/yr
msw_wood,wet,tropical,min,0.03,1/yr
msw_textiles,dry,boreal_temperate,min,0.03,1/yr
msw_textiles,dry,tropical,min,0.04,1/yr
msw_textiles,wet,boreal_temperate,min,0.05,1/yr
msw_textiles,wet,tropical,min,0.06,1/yr
msw_nappies,dry,boreal_temperate,min,0.03,1/yr
msw_nappies,dry,tropical,min,0.04,1/yr
msw_nappies,wet,boreal_temperate,min,0.05,1/yr
msw_nappies,wet,tropical,min,0.06,1/yr
msw_rubber,dry,boreal_temperate,min,0,1/yr
msw_rubber,dry,tropical,min,0,1/yr
msw_rubber,wet,boreal_temperate,min,0,1/yr
msw_rubber,wet,tropical,min,0,1/yr
msw_plastics,dry,boreal_temperate,min,0,1/yr
msw_plastics,dry,tropical,min,0,1/yr
msw_plastics,wet,boreal_temperate,min,0,1/yr
msw_plastics,wet,tropical,min,0,1/yr
msw_metal,dry,boreal_temperate,min,0,1/yr
msw_metal,dry,tropical,min,0,1/yr
msw_metal,wet,boreal_temperate,min,0,1/yr
msw_metal,wet,tropical,min,0,1/yr
msw_glass,dry,boreal_temperate,min,0,1/yr
msw_glass,dry,tropical,min,0,1/yr
msw_glass,wet,boreal_temperate,min,0,1/yr
msw_glass,wet,tropical,min,0,1/yr
msw_other,dry,boreal_temperate,min,0,1/yr
msw_other,dry,tropical,min,0,1/yr
msw_other,wet,boreal_temperate,min,0,1/yr
msw_other,wet,tropical,min,0,1/yr
msw_food,dry,boreal_temperate,max,0.08,1/yr
msw_food,dry,tropical,max,0.1,1/yr
msw_food,wet,boreal_temperate,max,0.2,1/yr
msw_food,wet,tropical,max,0.7,1/yr
msw_garden,dry,boreal_temperate,max,0.06,1/yr
msw_garden,dry,tropical,max,0.08,1/yr
msw_garden,wet,boreal_temperate,max,0.1,1/yr
msw_garden,wet,tropical,max,0.2,1/yr
msw_paper,dry,boreal_temperate,max,0.05,1/yr
msw_paper,dry,tropical,max,0.06,1/yr
msw_paper,wet,boreal_temperate,max,0.07,1/yr
msw_paper,wet,tropical,max,0.085,1/yr
msw_wood,dry,boreal_temperate,max,0.03,1/yr
msw_wood,dry,tropical,max,0.04,1/yr
msw_wood,wet,boreal_temperate,max,0.04,1/yr
msw_wood,wet,tropical,max,0.05,1/yr
msw_textiles,dry,boreal_temperate,max,0.05,1/yr
msw_textiles,dry,tropical,max,0.06,1/yr
msw_textiles,wet,boreal_temperate,max,0.07,1/yr
msw_textiles,wet,tropical,max,0.085,1/yr
msw_nappies,dry,boreal_temperate,max,0.05,1/yr
msw_nappies,dry,tropical,max,0.06,1/yr
msw_nappies,wet,boreal_temperate,max,0.07,1/yr
msw_nappies,wet,tropical,max,0.085,1/yr
msw_rubber,dry,boreal_temperate,max,0,1/yr
msw_rubber,dry,tropical,max,0,1/yr
msw_rubber,wet,boreal_temperate,max,0,1/yr
msw_rubber,wet,tropical,max,0,1/yr
msw_plastics,dry,boreal_temperate,max,0,1/yr
msw_plastics,dry,tropical,max,0,1/yr
msw_plastics,wet,boreal_temperate,max,0,1/yr
msw_plastics,wet,tropical,max,0,1/yr
msw_metal,dry,boreal_temperate,max,0,1/yr
msw_metal,dry,tropical,max,0,1/yr
msw_metal,wet,boreal_temperate,max,0,1/yr
msw_metal,wet,tropical,max,0,1/yr
msw_glass,dry,boreal_temperate,max,0,1/yr
msw_glass,dry,tropical,max,0,1/yr
msw_glass,wet,boreal_temperate,max,0,1/yr
msw_glass,wet,tropical,max,0,1/yr
msw_other,dry,boreal_temperate,max,0,1/yr
msw_other,dry,tropical,max,0,1/yr
msw_other,wet,boreal_temperate,max,0,1/yr
msw_other,wet,tropical,max,0,1/yr
msw_food,dry,boreal_temperate,abs_min,0,1/yr
msw_food,dry,tropical,abs_min,0,1/yr
msw_food,wet,boreal_temperate,abs_min,0,1/yr
msw_food,wet,tropical,abs_min,0,1/yr
msw_garden,dry,boreal_temperate,abs_min,0,1/yr
msw_garden,dry,tropical,abs_min,0,1/yr
msw_garden,wet,boreal_temperate,abs_min,0,1/yr
msw_garden,wet,tropical,abs_min,0,1/yr
msw_paper,dry,boreal_temperate,abs_min,0,1/yr
msw_paper,dry,tropical,abs_min,0,1/yr
msw_paper,wet,boreal_temperate,abs_min,0,1/yr
msw_paper,wet,tropical,abs_min,0,1/yr
msw_wood,dry,boreal_temperate,abs_min,0,1/yr
msw_wood,dry,tropical,abs_min,0,1/yr
msw_wood,wet,boreal_temperate,abs_min,0,1/yr
msw_wood,wet,tropical,abs_min,0,1/yr
msw_textiles,dry,boreal_temperate,abs_min,0,1/yr
msw_textiles,dry,tropical,abs_min,0,1/yr
msw_textiles,wet,boreal_temperate,abs_min,0,1/yr
msw_textiles,wet,tropical,abs_min,0,1/yr
msw_nappies,dry,boreal_temperate,abs_min,0,1/yr
msw_nappies,dry,tropical,abs_min,0,1/yr
msw_nappies,wet,boreal_temperate,abs_min,0,1/yr
msw_nappies,wet,tropical,abs_min,0,1/yr
msw_rubber,dry,boreal_temperate,abs_min,0,1/yr
msw_rubber,dry,tropical,abs_min,0,1/yr
msw_rubber,wet,boreal_temperate,abs_min,0,1/yr
msw_rubber,wet,tropical,abs_min,0,1/yr
msw_plastics,dry,boreal_temperate,abs_min,0,1/yr
msw_plastics,dry,tropical,abs_min,0,1/yr
msw_plastics,wet,boreal_temperate,abs_min,0,1/yr
msw_plastics,wet,tropical,abs_min,0,1/yr
msw_metal,dry,boreal_temperate,abs_min,0,1/yr
msw_metal,dry,tropical,abs_min,0,1/yr
msw_metal,wet,boreal_temperate,abs_min,0,1/yr
msw_metal,wet,tropical,abs_min,0,1/yr
msw_glass,dry,boreal_temperate,abs_min,0,1/yr
msw_glass,dry,tropical,abs_min,0,1/yr
msw_glass,wet,boreal_temperate,abs_min,0,1/yr
msw_glass,wet,tropical,abs_min,0,1/yr
msw_other,dry,boreal_temperate,abs_min,0,1/yr
msw_other,dry,tropical,abs_min,0,1/yr
msw_other,wet,boreal_temperate,abs_min,0,1/yr
msw_other,wet,tropical,abs_min,0,1/yr
msw_food,dry,boreal_temperate,abs_max,1,1/yr
msw_food,dry,tropical,abs_max,1,1/yr
msw_food,wet,boreal_temperate,abs_max,1,1/yr
msw_food,wet,tropical,abs_max,1,1/yr
msw_garden,dry,boreal_temperate,abs_max,1,1/yr
msw_garden,dry,tropical,abs_max,1,1/yr
msw_garden,wet,boreal_temperate,abs_max,1,1/yr
msw_garden,wet,tropical,abs_max,1,1/yr
msw_paper,dry,boreal_temperate,abs_max,1,1/yr
msw_paper,dry,tropical,abs_max,1,1/yr
msw_paper,wet,boreal_temperate,abs_max,1,1/yr
msw_paper,wet,tropical,abs_max,1,1/yr
msw_wood,dry,boreal_temperate,abs_max,1,1/yr
msw_wood,dry,tropical,abs_max,1,1/yr
msw_wood,wet,boreal_temperate,abs_max,1,1/yr
msw_wood,wet,tropical,abs_max,1,1/yr
msw_textiles,dry,boreal_temperate,abs_max,1,1/yr
msw_textiles,dry,tropical,abs_max,1,1/yr
msw_textiles,wet,boreal_temperate,abs_max,1,1/yr
msw_textiles,wet,tropical,abs_max,1,1/yr
msw_nappies,dry,boreal_temperate,abs_max,1,1/yr
msw_nappies,dry,tropical,abs_max,1,1/yr
msw_nappies,wet,boreal_temperate,abs_max,1,1/yr
msw_nappies,wet,tropical,abs_max,1,1/yr
msw_rubber,dry,boreal_temperate,abs_max,1,1/yr
msw_rubber,dry,tropical,abs_max,1,1/yr
msw_rubber,wet,boreal_temperate,abs_max,1,1/yr
msw_rubber,wet,tropical,abs_max,1,1/yr
msw_plastics,dry,boreal_temperate,abs_max,1,1/yr
msw_plastics,dry,tropical,abs_max,1,1/yr
msw_plastics,wet,boreal_temperate,abs_max,1,1/yr
msw_plastics,wet,tropical,abs_max,1,1/yr
msw_metal,dry,boreal_temperate,abs_max,1,1/yr
msw_metal,dry,tropical,abs_max,1,1/yr
msw_metal,wet,boreal_temperate,abs_max,1,1/yr
msw_metal,wet,tropical,abs_max,1,1/yr
msw_glass,dry,boreal_temperate,abs_max,1,1/yr
msw_glass,dry,tropical,abs_max,1,1/yr
msw_glass,wet,boreal_temperate,abs_max,1,1/yr
msw_glass,wet,tropical,abs_max,1,1/yr
msw_other,dry,boreal_temperate,abs_max,1,1/yr
msw_other,dry,tropical,abs_max,1,1/yr
msw_other,wet,boreal_temperate,abs_max,1,1/yr
msw_other,wet,tropical,abs_max,1,1/yr
isw_food,dry,boreal_temperate,def,0.06,1/yr
isw_food,dry,tropical,def,0.085,1/yr
isw_food,wet,boreal_temperate,def,0.185,1/yr
isw_food,wet,tropical,def,0.4,1/yr
isw_textile,dry,boreal_temperate,def,0.04,1/yr
isw_textile,dry,tropical,def,0.045,1/yr
isw_textile,wet,boreal_temperate,def,0.06,1/yr
isw_textile,wet,tropical,def,0.07,1/yr
isw_wood,dry,boreal_temperate,def,0.02,1/yr
isw_wood,dry,tropical,def,0.025,1/yr
isw_wood,wet,boreal_temperate,def,0.03,1/yr
isw_wood,wet,tropical,def,0.035,1/yr
isw_paper,dry,boreal_temperate,def,0.04,1/yr
isw_paper,dry,tropical,def,0.045,1/yr
isw_paper,wet,boreal_temperate,def,0.06,1/yr
isw_paper,wet,tropical,def,0.07,1/yr
isw_petroleum,dry,boreal_temperate,def,0,1/yr
isw_petroleum,dry,tropical,def,0,1/yr
isw_petroleum,wet,boreal_temperate,def,0,1/yr
isw_petroleum,wet,tropical,def,0,1/yr
isw_construction,dry,boreal_temperate,def,0.06,1/yr
isw_construction,dry,tropical,def,0.065,1/yr
isw_construction,wet,boreal_temperate,def,0.09,1/yr
isw_construction,wet,tropical,def,0.17,1/yr
isw_other,dry,boreal_temperate,def,0.06,1/yr
isw_other,dry,tropical,def,0.065,1/yr
isw_other,wet,boreal_temperate,def,0.09,1/yr
isw_other,wet,tropical,def,0.17,1/yr
ow_hazard,dry,boreal_temperate,def,0,1/yr
ow_hazard,dry,tropical,def,0,1/yr
ow_hazard,wet,boreal_temperate,def,0,1/yr
ow_hazard,wet,tropical,def,0,1/yr
ow_clinical,dry,boreal_temperate,def,0.04,1/yr
ow_clinical,dry,tropical,def,0.045,1/yr
ow_clinical,wet,boreal_temperate,def,0.06,1/yr
ow_clinical,wet,tropical,def,0.07,1/yr
sludge_dom,dry,boreal_temperate,def,0.06,1/yr
sludge_dom,dry,tropical,def,0.085,1/yr
sludge_dom,wet,boreal_temperate,def,0.185,1/yr
sludge_dom,wet,tropical,def,0.4,1/yr
sludge_ind,dry,boreal_temperate,def,0.06,1/yr
sludge_ind,dry,tropical,def,0.085,1/yr
sludge_ind,wet,boreal_temperate,def,0.185,1/yr
sludge_ind,wet,tropical,def,0.4,1/yr
isw_food,dry,boreal_temperate,min,0.05,1/yr
isw_food,dry,tropical,min,0.07,1/yr
isw_food,wet,boreal_temperate,min,0.1,1/yr
isw_food,wet,tropical,min,0.17,1/yr
isw_textile,dry,boreal_temperate,min,0.03,1/yr
isw_textile,dry,tropical,min,0.04,1/yr
isw_textile,wet,boreal_temperate,min,0.05,1/yr
isw_textile,wet,tropical,min,0.06,1/yr
isw_wood,dry,boreal_temperate,min,0.01,1/yr
isw_wood,dry,tropical,min,0.02,1/yr
isw_wood,wet,boreal_temperate,min,0.02,1/yr
isw_wood,wet,tropical,min,0.03,1/yr
isw_paper,dry,boreal_temperate,min,0.03,1/yr
isw_paper,dry,tropical,min,0.04,1/yr
isw_paper,wet,boreal_temperate,min,0.05,1/yr
isw_paper,wet,tropical,min,0.06,1/yr
isw_petroleum,dry,boreal_temperate,min,0,1/yr
isw_petroleum,dry,tropical,min,0,1/yr
isw_petroleum,wet,boreal_temperate,min,0,1/yr
isw_petroleum,wet,tropical,min,0,1/yr
isw_construction,dry,boreal_temperate,min,0.04,1/yr
isw_construction,dry,tropical,min,0.05,1/yr
isw_construction,wet,boreal_temperate,min,0.08,1/yr
isw_construction,wet,tropical,min,0.15,1/yr
isw_other,dry,boreal_temperate,min,0.04,1/yr
isw_other,dry,tropical,min,0.05,1/yr
isw_other,wet,boreal_temperate,min,0.08,1/yr
isw_other,wet,tropical,min,0.15,1/yr
ow_hazard,dry,boreal_temperate,min,0,1/yr
ow_hazard,dry,tropical,min,0,1/yr
ow_hazard,wet,boreal_temperate,min,0,1/yr
ow_hazard,wet,tropical,min,0,1/yr
ow_clinical,dry,boreal_temperate,min,0.03,1/yr
ow_clinical,dry,tropical,min,0.04,1/yr
ow_clinical,wet,boreal_temperate,min,0.05,1/yr
ow_clinical,wet,tropical,min,0.06,1/yr
sludge_dom,dry,boreal_temperate,min,0.05,1/yr
sludge_dom,dry,tropical,min,0.07,1/yr
sludge_dom,wet,boreal_temperate,min,0.1,1/yr
sludge_dom,wet,tropical,min,0.17,1/yr
sludge_ind,dry,boreal_temperate,min,0.05,1/yr
sludge_ind,dry,tropical,min,0.07,1/yr
sludge_ind,wet,boreal_temperate,min,0.1,1/yr
sludge_ind,wet,tropical,min,0.17,1/yr
isw_food,dry,boreal_temperate,max,0.08,1/yr
isw_food,dry,tropical,max,0.1,1/yr
isw_food,wet,boreal_temperate,max,0.2,1/yr
isw_food,wet,tropical,max,0.7,1/yr
isw_textile,dry,boreal_temperate,max,0.05,1/yr
isw_textile,dry,tropical,max,0.06,1/yr
isw_textile,wet,boreal_temperate,max,0.07,1/yr
isw_textile,wet,tropical,max,0.085,1/yr
isw_wood,dry,boreal_temperate,max,0.03,1/yr
isw_wood,dry,tropical,max,0.04,1/yr
isw_wood,wet,boreal_temperate,max,0.04,1/yr
isw_wood,wet,tropical,max,0.05,1/yr
isw_paper,dry,boreal_temperate,max,0.05,1/yr
isw_paper,dry,tropical,max,0.06,1/yr
isw_paper,wet,boreal_temperate,max,0.07,1/yr
isw_paper,wet,tropical,max,0.085,1/yr
isw_petroleum,dry,boreal_temperate,max,0,1/yr
isw_petroleum,dry,tropical,max,0,1/yr
isw_petroleum,wet,boreal_temperate,max,0,1/yr
isw_petroleum,wet,tropical,max,0,1/yr
isw_construction,dry,boreal_temperate,max,0.06,1/yr
isw_construction,dry,tropical,max,0.08,1/yr
isw_construction,wet,boreal_temperate,max,0.1,1/yr
isw_construction,wet,tropical,max,0.2,1/yr
isw_other,dry,boreal_temperate,max,0.06,1/yr
isw_other,dry,tropical,max,0.08,1/yr
isw_other,wet,boreal_temperate,max,0.1,1/yr
isw_other,wet,tropical,max,0.2,1/yr
ow_hazard,dry,boreal_temperate,max,0,1/yr
ow_hazard,dry,tropical,max,0,1/yr
ow_hazard,wet,boreal_temperate,max,0,1/yr
ow_hazard,wet,tropical,max,0,1/yr
ow_clinical,dry,boreal_temperate,max,0.05,1/yr
ow_clinical,dry,tropical,max,0.06,1/yr
ow_clinical,wet,boreal_temperate,max,0.07,1/yr
ow_clinical,wet,tropical,max,0.085,1/yr
sludge_dom,dry,boreal_temperate,max,0.08,1/yr
sludge_dom,dry,tropical,max,0.1,1/yr
sludge_dom,wet,boreal_temperate,max,0.2,1/yr
sludge_dom,wet,tropical,max,0.7,1/yr
sludge_ind,dry,boreal_temperate,max,0.08,1/yr
sludge_ind,dry,tropical,max,0.1,1/yr
sludge_ind,wet,boreal_temperate,max,0.2,1/yr
sludge_ind,wet,tropical,max,0.7,1/yr
isw_rubber,dry,boreal_temperate,def,0,1/yr
isw_rubber,dry,tropical,def,0,1/yr
isw_rubber,wet,boreal_temperate,def,0,1/yr
isw_rubber,wet,tropical,def,0,1/yr
isw_rubber,dry,boreal_temperate,min,0,1/yr
isw_rubber,dry,tropical,min,0,1/yr
isw_rubber,wet,boreal_temperate,min,0,1/yr
isw_rubber,wet,tropical,min,0,1/yr
isw_rubber,dry,boreal_temperate,max,0,1/yr
isw_rubber,dry,tropical,max,0,1/yr
isw_rubber,wet,boreal_temperate,max,0,1/yr
isw_rubber,wet,tropical,max,0,1/yr
isw_rubber,dry,boreal_temperate,abs_min,0,1/yr
isw_rubber,dry,tropical,abs_min,0,1/yr
isw_rubber,wet,boreal_temperate,abs_min,0,1/yr
isw_rubber,wet,tropical,abs_min,0,1/yr
isw_rubber,dry,boreal_temperate,abs_max,1,1/yr
isw_rubber,dry,tropical,abs_max,1,1/yr
isw_rubber,wet,boreal_temperate,abs_max,1,1/yr
isw_rubber,wet,tropical,abs_max,1,1/yr