year,region,crop_type,property,value,unit
2019,World,crop_unsp,def,0.85,kg/kg
2019,World,grain_generic,def,0.85,kg/kg
2019,World,wheat_winter,def,0.90,kg/kg
2019,World,wheat_spring,def,0.90,kg/kg
2019,World,barley,def,0.85,kg/kg
2019,World,oat,def,0.85,kg/kg
2019,World,maize,def,0.80,kg/kg
2019,World,rye,def,0.85,kg/kg
2019,World,rice,def,0.80,kg/kg
2019,World,millet,def,0.85,kg/kg
2019,World,sorghum,def,0.85,kg/kg
2019,World,bean,def,0.85,kg/kg
2019,World,soybean,def,0.85,kg/kg
2019,World,potato,def,0.85,kg/kg
2019,World,peanut,def,0.85,kg/kg
2019,World,alfalfa,def,0.85,kg/kg
2019,World,hay_non-legume,def,0.85,kg/kg
2019,World,forage_n-fixing,def,0.85,kg/kg
2019,World,forage_non-n-fixing,def,0.85,kg/kg
2019,World,grass_perennial,def,0.85,kg/kg
2019,World,grass-clover,def,0.85,kg/kg
2019,World,crop_unsp,min,0.425,kg/kg
2019,World,grain_generic,min,0.425,kg/kg
2019,World,wheat_winter,min,0.450,kg/kg
2019,World,wheat_spring,min,0.450,kg/kg
2019,World,barley,min,0.425,kg/kg
2019,World,oat,min,0.425,kg/kg
2019,World,maize,min,0.400,kg/kg
2019,World,rye,min,0.425,kg/kg
2019,World,rice,min,0.400,kg/kg
2019,World,millet,min,0.425,kg/kg
2019,World,sorghum,min,0.425,kg/kg
2019,World,bean,min,0.425,kg/kg
2019,World,soybean,min,0.425,kg/kg
2019,World,potato,min,0.425,kg/kg
2019,World,peanut,min,0.425,kg/kg
2019,World,alfalfa,min,0.425,kg/kg
2019,World,hay_non-legume,min,0.425,kg/kg
2019,World,forage_n-fixing,min,0.425,kg/kg
2019,World,forage_non-n-fixing,min,0.425,kg/kg
2019,World,grass_perennial,min,0.425,kg/kg
2019,World,grass-clover,min,0.425,kg/kg
2019,World,crop_unsp,max,1.275,kg/kg
2019,World,grain_generic,max,1.275,kg/kg
2019,World,wheat_winter,max,1.350,kg/kg
2019,World,wheat_spring,max,1.350,kg/kg
2019,World,barley,max,1.275,kg/kg
2019,World,oat,max,1.275,kg/kg
2019,World,maize,max,1.200,kg/kg
2019,World,rye,max,1.275,kg/kg
2019,World,rice,max,1.200,kg/kg
2019,World,millet,max,1.275,kg/kg
2019,World,sorghum,max,1.275,kg/kg
2019,World,bean,max,1.275,kg/kg
2019,World,soybean,max,1.275,kg/kg
2019,World,potato,max,1.275,kg/kg
2019,World,peanut,max,1.275,kg/kg
2019,World,alfalfa,max,1.275,kg/kg
2019,World,hay_non-legume,max,1.275,kg/kg
2019,World,forage_n-fixing,max,1.275,kg/kg
2019,World,forage_non-n-fixing,max,1.275,kg/kg
2019,World,grass_perennial,max,1.275,kg/kg
2019,World,grass-clover,max,1.275,kg/kg
2019,World,crop_unsp,abs_min,0.0,kg/kg
2019,World,grain_generic,abs_min,0.0,kg/kg
2019,World,wheat_winter,abs_min,0.0,kg/kg
2019,World,wheat_spring,abs_min,0.0,kg/kg
2019,World,barley,abs_min,0.0,kg/kg
2019,World,oat,abs_min,0.0,kg/kg
2019,World,maize,abs_min,0.0,kg/kg
2019,World,rye,abs_min,0.0,kg/kg
2019,World,rice,abs_min,0.0,kg/kg
2019,World,millet,abs_min,0.0,kg/kg
2019,World,sorghum,abs_min,0.0,kg/kg
2019,World,bean,abs_min,0.0,kg/kg
2019,World,soybean,abs_min,0.0,kg/kg
2019,World,potato,abs_min,0.0,kg/kg
2019,World,peanut,abs_min,0.0,kg/kg
2019,World,alfalfa,abs_min,0.0,kg/kg
2019,World,hay_non-legume,abs_min,0.0,kg/kg
2019,World,forage_n-fixing,abs_min,0.0,kg/kg
2019,World,forage_non-n-fixing,abs_min,0.0,kg/kg
2019,World,grass_perennial,abs_min,0.0,kg/kg
2019,World,grass-clover,abs_min,0.0,kg/kg
2019,World,crop_unsp,abs_max,1.0,kg/kg
2019,World,grain_generic,abs_max,1.0,kg/kg
2019,World,wheat_winter,abs_max,1.0,kg/kg
2019,World,wheat_spring,abs_max,1.0,kg/kg
2019,World,barley,abs_max,1.0,kg/kg
2019,World,oat,abs_max,1.0,kg/kg
2019,World,maize,abs_max,1.0,kg/kg
2019,World,rye,abs_max,1.0,kg/kg
2019,World,rice,abs_max,1.0,kg/kg
2019,World,millet,abs_max,1.0,kg/kg
2019,World,sorghum,abs_max,1.0,kg/kg
2019,World,bean,abs_max,1.0,kg/kg
2019,World,soybean,abs_max,1.0,kg/kg
2019,World,potato,abs_max,1.0,kg/kg
2019,World,peanut,abs_max,1.0,kg/kg
2019,World,alfalfa,abs_max,1.0,kg/kg
2019,World,hay_non-legume,abs_max,1.0,kg/kg
2019,World,forage_n-fixing,abs_max,1.0,kg/kg
2019,World,forage_non-n-fixing,abs_max,1.0,kg/kg
2019,World,grass_perennial,abs_max,1.0,kg/kg
2019,World,grass-clover,abs_max,1.0,kg/kg